State,County,Year,Poverty Rate
Minnesota,St. Louis County,2010,16.1
Minnesota,St. Louis County,2009,16.1
Minnesota,Stearns County,2018,13.05
Minnesota,Stearns County,2017,13.05
Minnesota,Stearns County,2016,13.6
Minnesota,Stearns County,2015,13.65
Minnesota,Stearns County,2014,13.65
Minnesota,Stearns County,2013,13.65
Minnesota,Stearns County,2012,13.65
Minnesota,Stearns County,2011,13.65
Minnesota,Stearns County,2010,13.65
Minnesota,Stearns County,2009,13.65
Minnesota,Steele County,2018,13.65
Minnesota,Steele County,2017,13.65
Minnesota,Steele County,2016,13.65
Minnesota,Steele County,2015,13.65
Minnesota,Steele County,2014,13.65
Minnesota,Steele County,2013,13.65
Minnesota,Steele County,2012,13.65
Minnesota,Steele County,2011,13.65
Minnesota,Steele County,2010,13.65
Minnesota,Steele County,2009,13.65
Minnesota,Stevens County,2018,13.65
Minnesota,Stevens County,2017,13.65
Minnesota,Stevens County,2016,13.65
Minnesota,Stevens County,2015,13.65
Minnesota,Stevens County,2014,13.65
Minnesota,Stevens County,2013,13.65
Minnesota,Stevens County,2012,13.65
Minnesota,Stevens County,2011,13.65
Minnesota,Stevens County,2010,13.65
Minnesota,Stevens County,2009,13.65
Minnesota,Swift County,2018,13.65
Minnesota,Swift County,2017,13.65
Minnesota,Swift County,2016,13.65
Minnesota,Swift County,2015,13.65
Minnesota,Swift County,2014,13.65
Minnesota,Swift County,2013,13.65
Minnesota,Swift County,2012,13.65
Minnesota,Swift County,2011,13.65
Minnesota,Swift County,2010,13.65
Minnesota,Swift County,2009,13.65
Minnesota,Todd County,2018,13.65
Minnesota,Todd County,2017,13.65
Minnesota,Todd County,2016,13.65
Minnesota,Todd County,2015,13.65
Minnesota,Todd County,2014,13.65
Minnesota,Todd County,2013,13.65
Minnesota,Todd County,2012,13.65
Minnesota,Todd County,2011,13.65
Minnesota,Todd County,2010,13.65
Minnesota,Todd County,2009,13.65
Minnesota,Traverse County,2018,13.65
Minnesota,Traverse County,2017,13.65
Minnesota,Traverse County,2016,13.65
Minnesota,Traverse County,2015,13.65
Minnesota,Traverse County,2014,13.65
Minnesota,Traverse County,2013,13.65
Minnesota,Traverse County,2012,13.65
Minnesota,Traverse County,2011,13.65
Minnesota,Traverse County,2010,13.65
Minnesota,Traverse County,2009,13.65
Minnesota,Wabasha County,2018,13.65
Minnesota,Wabasha County,2017,13.65
Minnesota,Wabasha County,2016,13.65
Minnesota,Wabasha County,2015,13.65
Minnesota,Wabasha County,2014,13.65
Minnesota,Wabasha County,2013,13.65
Minnesota,Wabasha County,2012,13.65
Minnesota,Wabasha County,2011,13.65
Minnesota,Wabasha County,2010,13.65
Minnesota,Wabasha County,2009,13.65
Minnesota,Wadena County,2018,13.65
Minnesota,Wadena County,2017,13.65
Minnesota,Wadena County,2016,13.65
Minnesota,Wadena County,2015,13.65
Minnesota,Wadena County,2014,13.65
Minnesota,Wadena County,2013,13.65
Minnesota,Wadena County,2012,13.65
Minnesota,Wadena County,2011,13.65
Minnesota,Wadena County,2010,13.65
Minnesota,Wadena County,2009,13.65
Minnesota,Waseca County,2018,13.65
Minnesota,Waseca County,2017,13.65
Minnesota,Waseca County,2016,13.65
Minnesota,Waseca County,2015,13.65
Minnesota,Waseca County,2014,13.65
Minnesota,Waseca County,2013,13.65
Minnesota,Waseca County,2012,13.65
Minnesota,Waseca County,2011,13.65
Minnesota,Waseca County,2010,13.65
Minnesota,Waseca County,2009,8.65
Minnesota,Washington County,2018,8.65
Minnesota,Washington County,2017,4.94
Minnesota,Washington County,2016,4.96
Minnesota,Washington County,2015,5.39
Minnesota,Washington County,2014,5.39
Minnesota,Washington County,2013,5.39
Minnesota,Washington County,2012,5.56
Minnesota,Washington County,2011,5.59
Minnesota,Washington County,2010,5.59
Minnesota,Washington County,2009,5.59
Minnesota,Watonwan County,2018,0.64
Minnesota,Watonwan County,2017,12.7
Minnesota,Watonwan County,2016,11.76
Minnesota,Watonwan County,2015,11.4
Minnesota,Watonwan County,2014,10.85
Minnesota,Watonwan County,2013,10.85
Minnesota,Watonwan County,2012,11.6
Minnesota,Watonwan County,2011,11.67
Minnesota,Watonwan County,2010,11.67
Minnesota,Watonwan County,2009,11.67
Minnesota,Wilkin County,2018,11.67
Minnesota,Wilkin County,2017,9.84
Minnesota,Wilkin County,2016,9.5
Minnesota,Wilkin County,2015,9.83
Minnesota,Wilkin County,2014,9.9
Minnesota,Wilkin County,2013,9.9
Minnesota,Wilkin County,2012,7.01
Minnesota,Wilkin County,2011,7.0
Minnesota,Wilkin County,2010,7.0
Minnesota,Wilkin County,2009,7.0
Minnesota,Winona County,2018,106.66
Minnesota,Winona County,2017,14.47
Minnesota,Winona County,2016,13.93
Minnesota,Winona County,2015,14.15
Minnesota,Winona County,2014,14.73
Minnesota,Winona County,2013,14.93
Minnesota,Winona County,2012,15.87
Minnesota,Winona County,2011,15.88
Minnesota,Winona County,2010,15.88
Minnesota,Winona County,2009,15.88
Minnesota,Wright County,2018,4.48
Minnesota,Wright County,2017,4.46
Minnesota,Wright County,2016,5.55
Minnesota,Wright County,2015,5.69
Minnesota,Wright County,2014,6.16
Minnesota,Wright County,2013,6.06
Minnesota,Wright County,2012,6.05
Minnesota,Wright County,2011,6.08
Minnesota,Wright County,2010,6.08
Minnesota,Wright County,2009,5.68
Minnesota,Yellow Medicine County,2018,4.69
Minnesota,Yellow Medicine County,2017,13.22
Minnesota,Yellow Medicine County,2016,11.47
Minnesota,Yellow Medicine County,2015,11.69
Minnesota,Yellow Medicine County,2014,11.92
Minnesota,Yellow Medicine County,2013,11.91
Minnesota,Yellow Medicine County,2012,11.49
Minnesota,Yellow Medicine County,2011,11.61
Minnesota,Yellow Medicine County,2010,11.68
Minnesota,Yellow Medicine County,2009,11.51
Mississippi,Adams County,2018,1.22
Mississippi,Adams County,2017,34.36
Mississippi,Adams County,2016,30.81
Mississippi,Adams County,2015,30.32
Mississippi,Adams County,2014,30.08
Mississippi,Adams County,2013,29.71
Mississippi,Adams County,2012,28.73
Mississippi,Adams County,2011,29.28
Mississippi,Adams County,2010,28.47
Mississippi,Adams County,2009,28.47
Mississippi,Alcorn County,2018,17.22
Mississippi,Alcorn County,2017,18.7
Mississippi,Alcorn County,2016,19.88
Mississippi,Alcorn County,2015,20.8
Mississippi,Alcorn County,2014,21.18
Mississippi,Alcorn County,2013,21.18
Mississippi,Alcorn County,2012,19.36
Mississippi,Alcorn County,2011,19.36
Mississippi,Alcorn County,2010,19.36
Mississippi,Alcorn County,2009,19.36
Mississippi,Amite County,2018,14.67
Mississippi,Amite County,2017,23.26
Mississippi,Amite County,2016,26.98
Mississippi,Amite County,2015,23.52
Mississippi,Amite County,2014,22.41
Mississippi,Amite County,2013,24.32
Mississippi,Amite County,2012,28.12
Mississippi,Amite County,2011,24.59
Mississippi,Amite County,2010,22.11
Mississippi,Amite County,2009,22.11
Mississippi,Attala County,2018,23.44
Mississippi,Attala County,2017,22.98
Mississippi,Attala County,2016,24.28
Mississippi,Attala County,2015,25.61
Mississippi,Attala County,2014,26.01
Mississippi,Attala County,2013,25.89
Mississippi,Attala County,2012,27.65
Mississippi,Attala County,2011,28.13
Mississippi,Attala County,2010,24.19
Mississippi,Attala County,2009,23.81
Mississippi,Benton County,2018,23.81
Mississippi,Benton County,2017,23.81
Mississippi,Benton County,2016,16.96
Mississippi,Benton County,2015,22.67
Mississippi,Benton County,2014,22.67
Mississippi,Benton County,2013,22.67
Mississippi,Benton County,2012,22.67
Mississippi,Benton County,2011,27.37
Mississippi,Benton County,2010,27.38
Mississippi,Benton County,2009,27.38
Mississippi,Bolivar County,2018,27.38
Mississippi,Bolivar County,2017,37.41
Mississippi,Bolivar County,2016,37.36
Mississippi,Bolivar County,2015,37.09
Mississippi,Bolivar County,2014,37.09
Mississippi,Bolivar County,2013,37.09
Mississippi,Bolivar County,2012,34.28
Mississippi,Bolivar County,2011,34.19
Mississippi,Bolivar County,2010,30.81
Mississippi,Bolivar County,2009,29.74
Mississippi,Calhoun County,2018,29.74
Mississippi,Calhoun County,2017,26.65
Mississippi,Calhoun County,2016,26.87
Mississippi,Calhoun County,2015,26.01
Mississippi,Calhoun County,2014,25.95
Mississippi,Calhoun County,2013,25.95
Mississippi,Calhoun County,2012,20.6
Mississippi,Calhoun County,2011,20.32
Mississippi,Calhoun County,2010,20.32
Mississippi,Calhoun County,2009,20.32
Mississippi,Carroll County,2018,13.07
Mississippi,Carroll County,2017,14.24
Mississippi,Carroll County,2016,16.84
Mississippi,Carroll County,2015,19.5
Mississippi,Carroll County,2014,20.59
Mississippi,Carroll County,2013,20.59
Mississippi,Carroll County,2012,25.41
Mississippi,Carroll County,2011,25.44
Mississippi,Carroll County,2010,25.44
Mississippi,Carroll County,2009,25.44
Mississippi,Chickasaw County,2018,33.7
Mississippi,Chickasaw County,2017,21.15
Mississippi,Chickasaw County,2016,27.0
Mississippi,Chickasaw County,2015,27.16
Mississippi,Chickasaw County,2014,26.32
Mississippi,Chickasaw County,2013,26.31
Mississippi,Chickasaw County,2012,26.6
Mississippi,Chickasaw County,2011,26.61
Mississippi,Chickasaw County,2010,26.61
Mississippi,Chickasaw County,2009,26.61
Mississippi,Choctaw County,2018,11.16
Mississippi,Choctaw County,2017,23.29
Mississippi,Choctaw County,2016,24.45
Mississippi,Choctaw County,2015,24.85
Mississippi,Choctaw County,2014,26.19
Mississippi,Choctaw County,2013,25.6
Mississippi,Choctaw County,2012,21.89
Mississippi,Choctaw County,2011,21.93
Mississippi,Choctaw County,2010,21.93
Mississippi,Choctaw County,2009,22.15
Mississippi,Claiborne County,2018,40.14
Mississippi,Claiborne County,2017,44.84
Mississippi,Claiborne County,2016,41.71
Mississippi,Claiborne County,2015,41.51
Mississippi,Claiborne County,2014,42.01
Mississippi,Claiborne County,2013,37.11
Mississippi,Claiborne County,2012,34.33
Mississippi,Claiborne County,2011,35.83
Mississippi,Claiborne County,2010,35.83
Mississippi,Claiborne County,2009,35.83
Mississippi,Clarke County,2018,19.9
Mississippi,Clarke County,2017,19.27
Mississippi,Clarke County,2016,19.22
Mississippi,Clarke County,2015,19.19
Mississippi,Clarke County,2014,21.29
Mississippi,Clarke County,2013,21.28
Mississippi,Clarke County,2012,24.75
Mississippi,Clarke County,2011,24.75
Mississippi,Clarke County,2010,21.42
Mississippi,Clarke County,2009,20.41
Mississippi,Clay County,2018,20.4
Mississippi,Clay County,2017,26.46
Mississippi,Clay County,2016,26.6
Mississippi,Clay County,2015,26.58
Mississippi,Clay County,2014,26.56
Mississippi,Clay County,2013,26.56
Mississippi,Clay County,2012,24.28
Mississippi,Clay County,2011,24.34
Mississippi,Clay County,2010,24.34
Mississippi,Clay County,2009,24.34
Mississippi,Coahoma County,2018,36.79
Mississippi,Coahoma County,2017,34.01
Mississippi,Coahoma County,2016,35.3
Mississippi,Coahoma County,2015,35.21
Mississippi,Coahoma County,2014,34.5
Mississippi,Coahoma County,2013,35.38
Mississippi,Coahoma County,2012,36.63
Mississippi,Coahoma County,2011,37.4
Mississippi,Coahoma County,2010,37.4
Mississippi,Coahoma County,2009,37.4
Mississippi,Copiah County,2018,24.82
Mississippi,Copiah County,2017,23.97
Mississippi,Copiah County,2016,27.9
Mississippi,Copiah County,2015,27.65
Mississippi,Copiah County,2014,27.18
Mississippi,Copiah County,2013,25.66
Mississippi,Copiah County,2012,24.21
Mississippi,Copiah County,2011,23.29
Mississippi,Copiah County,2010,20.02
Mississippi,Copiah County,2009,19.75
Mississippi,Covington County,2018,16.4
Mississippi,Covington County,2017,23.55
Mississippi,Covington County,2016,25.55
Mississippi,Covington County,2015,26.86
Mississippi,Covington County,2014,26.97
Mississippi,Covington County,2013,29.67
Mississippi,Covington County,2012,29.44
Mississippi,Covington County,2011,26.77
Mississippi,Covington County,2010,26.36
Mississippi,Covington County,2009,26.36
Mississippi,DeSoto County,2018,9.07
Mississippi,DeSoto County,2017,9.07
Mississippi,DeSoto County,2016,9.97
Mississippi,DeSoto County,2015,9.86
Mississippi,DeSoto County,2014,9.78
Mississippi,DeSoto County,2013,9.63
Mississippi,DeSoto County,2012,9.88
Mississippi,DeSoto County,2011,8.8
Mississippi,DeSoto County,2010,8.75
Mississippi,DeSoto County,2009,8.35
Mississippi,Forrest County,2018,11.2
Mississippi,Forrest County,2017,25.05
Mississippi,Forrest County,2016,27.34
Mississippi,Forrest County,2015,27.46
Mississippi,Forrest County,2014,27.79
Mississippi,Forrest County,2013,27.71
Mississippi,Forrest County,2012,27.44
Mississippi,Forrest County,2011,27.54
Mississippi,Forrest County,2010,23.34
Mississippi,Forrest County,2009,23.29
Mississippi,Franklin County,2018,1.96
Mississippi,Franklin County,2017,16.51
Mississippi,Franklin County,2016,18.71
Mississippi,Franklin County,2015,18.7
Mississippi,Franklin County,2014,18.89
Mississippi,Franklin County,2013,18.89
Mississippi,Franklin County,2012,18.89
Mississippi,Franklin County,2011,23.4
Mississippi,Franklin County,2010,23.04
Mississippi,Franklin County,2009,23.04
Mississippi,George County,2018,19.73
Mississippi,George County,2017,14.64
Mississippi,George County,2016,17.44
Mississippi,George County,2015,18.03
Mississippi,George County,2014,18.41
Mississippi,George County,2013,18.32
Mississippi,George County,2012,17.71
Mississippi,George County,2011,17.59
Mississippi,George County,2010,17.59
Mississippi,George County,2009,17.59
Mississippi,Greene County,2018,7.45
Mississippi,Greene County,2017,14.51
Mississippi,Greene County,2016,18.13
Mississippi,Greene County,2015,18.05
Mississippi,Greene County,2014,14.88
Mississippi,Greene County,2013,14.49
Mississippi,Greene County,2012,15.88
Mississippi,Greene County,2011,16.99
Mississippi,Greene County,2010,16.99
Mississippi,Greene County,2009,16.99
Mississippi,Grenada County,2018,44.53
Mississippi,Grenada County,2017,24.49
Mississippi,Grenada County,2016,24.3
Mississippi,Grenada County,2015,23.84
Mississippi,Grenada County,2014,22.31
Mississippi,Grenada County,2013,22.31
Mississippi,Grenada County,2012,22.24
Mississippi,Grenada County,2011,22.4
Mississippi,Grenada County,2010,22.4
Mississippi,Grenada County,2009,22.4
Mississippi,Hancock County,2018,25.76
Mississippi,Hancock County,2017,17.92
Mississippi,Hancock County,2016,18.53
Mississippi,Hancock County,2015,18.54
Mississippi,Hancock County,2014,21.43
Mississippi,Hancock County,2013,20.85
Mississippi,Hancock County,2012,19.48
Mississippi,Hancock County,2011,18.22
Mississippi,Hancock County,2010,17.25
Mississippi,Hancock County,2009,17.25
Mississippi,Harrison County,2018,20.15
Mississippi,Harrison County,2017,20.15
Mississippi,Harrison County,2016,20.98
Mississippi,Harrison County,2015,20.93
Mississippi,Harrison County,2014,20.78
Mississippi,Harrison County,2013,20.78
Mississippi,Harrison County,2012,17.95
Mississippi,Harrison County,2011,18.17
Mississippi,Harrison County,2010,13.78
Mississippi,Harrison County,2009,13.3
Mississippi,Hinds County,2018,13.21
Mississippi,Hinds County,2017,23.92
Mississippi,Hinds County,2016,23.92
Mississippi,Hinds County,2015,25.9
Mississippi,Hinds County,2014,25.86
Mississippi,Hinds County,2013,25.86
Mississippi,Hinds County,2012,24.04
Mississippi,Hinds County,2011,24.17
Mississippi,Hinds County,2010,20.64
Mississippi,Hinds County,2009,20.64
Mississippi,Holmes County,2018,42.81
Mississippi,Holmes County,2017,43.58
Mississippi,Holmes County,2016,45.24
Mississippi,Holmes County,2015,44.56
Mississippi,Holmes County,2014,43.38
Mississippi,Holmes County,2013,43.37
Mississippi,Holmes County,2012,43.3
Mississippi,Holmes County,2011,41.04
Mississippi,Holmes County,2010,37.76
Mississippi,Holmes County,2009,38.84
Mississippi,Humphreys County,2018,37.6
Mississippi,Humphreys County,2017,38.07
Mississippi,Humphreys County,2016,42.66
Mississippi,Humphreys County,2015,42.15
Mississippi,Humphreys County,2014,39.69
Mississippi,Humphreys County,2013,40.13
Mississippi,Humphreys County,2012,40.82
Mississippi,Humphreys County,2011,41.25
Mississippi,Humphreys County,2010,41.25
Mississippi,Humphreys County,2009,35.41
Mississippi,Issaquena County,2018,33.79
Mississippi,Issaquena County,2017,40.46
Mississippi,Issaquena County,2016,40.67
Mississippi,Issaquena County,2015,39.77
Mississippi,Issaquena County,2014,40.33
Mississippi,Issaquena County,2013,40.33
Mississippi,Issaquena County,2012,29.29
Mississippi,Issaquena County,2011,30.07
Mississippi,Issaquena County,2010,30.07
Mississippi,Issaquena County,2009,30.07
Mississippi,Itawamba County,2018,270.56
Mississippi,Itawamba County,2017,15.36
Mississippi,Itawamba County,2016,20.17
Mississippi,Itawamba County,2015,20.25
Mississippi,Itawamba County,2014,18.76
Mississippi,Itawamba County,2013,18.76
Mississippi,Itawamba County,2012,13.67
Mississippi,Itawamba County,2011,13.8
Mississippi,Itawamba County,2010,11.86
Mississippi,Itawamba County,2009,11.47
Mississippi,Jackson County,2018,81.51
Mississippi,Jackson County,2017,16.02
Mississippi,Jackson County,2016,15.62
Mississippi,Jackson County,2015,15.63
Mississippi,Jackson County,2014,15.37
Mississippi,Jackson County,2013,15.36
Mississippi,Jackson County,2012,15.4
Mississippi,Jackson County,2011,15.39
Mississippi,Jackson County,2010,15.39
Mississippi,Jackson County,2009,15.39
Mississippi,Jasper County,2018,23.1
Mississippi,Jasper County,2017,23.12
Mississippi,Jasper County,2016,22.11
Mississippi,Jasper County,2015,22.39
Mississippi,Jasper County,2014,23.87
Mississippi,Jasper County,2013,23.87
Mississippi,Jasper County,2012,21.14
Mississippi,Jasper County,2011,20.93
Mississippi,Jasper County,2010,20.27
Mississippi,Jasper County,2009,20.69
Mississippi,Jefferson County,2018,48.21
Mississippi,Jefferson County,2017,49.32
Mississippi,Jefferson County,2016,40.82
Mississippi,Jefferson County,2015,46.08
Mississippi,Jefferson County,2014,48.75
Mississippi,Jefferson County,2013,44.92
Mississippi,Jefferson County,2012,40.91
Mississippi,Jefferson County,2011,41.07
Mississippi,Jefferson County,2010,41.07
Mississippi,Jefferson County,2009,31.8
Mississippi,Jefferson Davis County,2018,30.97
Mississippi,Jefferson Davis County,2017,31.58
Mississippi,Jefferson Davis County,2016,34.3
Mississippi,Jefferson Davis County,2015,34.6
Mississippi,Jefferson Davis County,2014,34.33
Mississippi,Jefferson Davis County,2013,29.3
Mississippi,Jefferson Davis County,2012,26.8
Mississippi,Jefferson Davis County,2011,26.17
Mississippi,Jefferson Davis County,2010,25.89
Mississippi,Jefferson Davis County,2009,25.89
Mississippi,Jones County,2018,21.4
Mississippi,Jones County,2017,21.47
Mississippi,Jones County,2016,23.61
Mississippi,Jones County,2015,23.09
Mississippi,Jones County,2014,22.73
Mississippi,Jones County,2013,22.82
Mississippi,Jones County,2012,23.9
Mississippi,Jones County,2011,23.97
Mississippi,Jones County,2010,20.5
Mississippi,Jones County,2009,20.52
Mississippi,Kemper County,2018,9.57
Mississippi,Kemper County,2017,29.96
Mississippi,Kemper County,2016,30.06
Mississippi,Kemper County,2015,30.47
Mississippi,Kemper County,2014,30.48
Mississippi,Kemper County,2013,32.91
Mississippi,Kemper County,2012,28.2
Mississippi,Kemper County,2011,28.0
Mississippi,Kemper County,2010,28.0
Mississippi,Kemper County,2009,28.0
Mississippi,Lafayette County,2018,24.11
Mississippi,Lafayette County,2017,23.76
Mississippi,Lafayette County,2016,25.22
Mississippi,Lafayette County,2015,25.28
Mississippi,Lafayette County,2014,25.83
Mississippi,Lafayette County,2013,25.83
Mississippi,Lafayette County,2012,23.3
Mississippi,Lafayette County,2011,23.49
Mississippi,Lafayette County,2010,23.49
Mississippi,Lafayette County,2009,20.91
Mississippi,Lamar County,2018,20.85
Mississippi,Lamar County,2017,16.26
Mississippi,Lamar County,2016,16.06
Mississippi,Lamar County,2015,16.55
Mississippi,Lamar County,2014,16.68
Mississippi,Lamar County,2013,16.7
Mississippi,Lamar County,2012,17.45
Mississippi,Lamar County,2011,17.58
